pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,좋아하는_게임_설명,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0011,A17,Lethal Company / Phasmophobia / Deep Rock Galactic,"액션, 어드벤처, 인디, 앞서 해보기 / 액션, 인디, 앞서 해보기 / 액션","[Lethal Company] A co-op horror about scavenging at abandoned moons to sell scrap to the Company. ‖ [Phasmophobia] Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your dis ‖ [Deep Rock Galactic] 딥 락 갤럭틱은 1-4인의 플레이어가 협동하는 FPS 게임으로, 상남자 우주 드워프, 100% 파괴 가능한 맵 환경, 절차적 생성 동굴 지형, 그리고 끊임없이 등장하는 외계 괴물 무리가 특징입니다.",Mining Company,"액션, 어드벤처, 인디","Online co-op horror for 1-4 players. Mine nearby asteroids for gems to pay for your company's new spaceship. Time your orbits, day-trade the minerals market, and avoid deadly monsters at night.",3,,
B0012,A19,ELDEN RING / Disco Elysium - The Final Cut / Outer Wilds,"액션, RPG / RPG / 액션, 어드벤처","[ELDEN RING] 본 게임은 본격적인 다크 판타지 세계를 무대로 한 액션 RPG입니다. 드넓은 필드와 던전 탐험을 통해 미지의 것들을 발견해 보세요. 앞길을 막아서는 난관과 그것을 극복했을 때의 달성감, 그리고 등장인물들의 의도가 교착하는 군상극도 즐기실 수 있습니다. ‖ [Disco Elysium - The Final Cut] 디스코 엘리시움 - 최종판은 획기적인 오픈 월드 롤플레잉 게임입니다. 당신은 독특한 스킬 시스템을 갖춘 형사로서 오롯한 도시 블록을 당신의 미래를 닦기 위해 다듬을 수 있습니다. 잊지 못할 등장인물들을 심문하거나, 살인 사건을 해결하거나, 뇌물을 받으세요. 영웅이 되거나 인류의 완전한 재앙이 되세요. ‖ [Outer Wilds] Giant Bomb, Polygon, Eurogamer, The Guardian에 의해 2019년 올해의 게임에 이름을 올리며 냉정한 호평과 수상 실적이 있는 Outer Wilds는 무한 시간 루프에 갇힌 태양계에 관한 공개된 세계의 미스터리 게임입니다.",EVERSPACE™ 2,"액션, 어드벤처, RPG, 시뮬레이션","Everspace 2는 우주선을 통해 빠른 속도로 전개되는 싱글 플레이어 슈터 게임으로, 전리품, RPG 요소, 채굴, 제작으로 가득 찬 우주와 행성을 탐사하게 됩니다. 비밀, 퍼즐, 위협으로 가득한 생생한 오픈 월드에서 펼쳐지는 긴장감 넘치는 SF 스토리를 경험하세요.",2,,
B0013,A17,Lethal Company / Phasmophobia / Deep Rock Galactic,"액션, 어드벤처, 인디, 앞서 해보기 / 액션, 인디, 앞서 해보기 / 액션","[Lethal Company] A co-op horror about scavenging at abandoned moons to sell scrap to the Company. ‖ [Phasmophobia] Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your dis ‖ [Deep Rock Galactic] 딥 락 갤럭틱은 1-4인의 플레이어가 협동하는 FPS 게임으로, 상남자 우주 드워프, 100% 파괴 가능한 맵 환경, 절차적 생성 동굴 지형, 그리고 끊임없이 등장하는 외계 괴물 무리가 특징입니다.",Emissary Zero,"어드벤처, 인디, 대규모 멀티플레이어",협동 호러(1-4인). 밤에 신비한 건물을 탐험하게 됩니다. 달을 찾아 살아서 돌아오세요.,3,,
B0014,A01,It Takes Two / Overcooked! 2 / What Remains of Edith Finch,"액션, 어드벤처 / 액션, 캐주얼, 인디 / 어드벤처, 인디","[It Takes Two] It Takes Two에서 생애 가장 정신없는 여정을 시작하세요. 친구가 무료로 참가할 수 있게 친구 패스*로 초대하고, 함께 힘을 합쳐서 수많은 유쾌하고 획기적인 게임 플레이 챌린지를 헤쳐나가세요. ‖ [Overcooked! 2] 혼란스러운 요리 액션으로 가득한 Overcooked가 돌아왔습니다! 양파 왕국으로 돌아가는 여행을 떠나세요. 클래식 협동 또는 온라인 플레이에서 셰프 팀을 만들어서 최대 4명까지 플레이하세요. 앞치마를 준비하세요... 다시 세상을 구할 때가 되었습니다! ‖ [What Remains of Edith Finch] What Remains of Edith Finch(워트 리메인스 오브 에디스 핀치)는 워싱턴 주에 있는 어느 가족에 대한 이상한 이야기의 모음입니다. 플레이어는 에디스가 되어 거대한 핀치 가택을 탐사하고, 가족사를 연구하며 이야기를 찾고, 왜 가족 중에서 그녀만 살아남았는지 알아내야 합니다. 각 이야기는 새로운 가족 구성",The Remains and The Residue,"어드벤처, 인디",The Remains and The Residue is a story-based linear adventure game where you play the stories and the memories of the famous author Janus Brennhart.,2,,
B0015,A01,It Takes Two / Overcooked! 2 / What Remains of Edith Finch,"액션, 어드벤처 / 액션, 캐주얼, 인디 / 어드벤처, 인디","[It Takes Two] It Takes Two에서 생애 가장 정신없는 여정을 시작하세요. 친구가 무료로 참가할 수 있게 친구 패스*로 초대하고, 함께 힘을 합쳐서 수많은 유쾌하고 획기적인 게임 플레이 챌린지를 헤쳐나가세요. ‖ [Overcooked! 2] 혼란스러운 요리 액션으로 가득한 Overcooked가 돌아왔습니다! 양파 왕국으로 돌아가는 여행을 떠나세요. 클래식 협동 또는 온라인 플레이에서 셰프 팀을 만들어서 최대 4명까지 플레이하세요. 앞치마를 준비하세요... 다시 세상을 구할 때가 되었습니다! ‖ [What Remains of Edith Finch] What Remains of Edith Finch(워트 리메인스 오브 에디스 핀치)는 워싱턴 주에 있는 어느 가족에 대한 이상한 이야기의 모음입니다. 플레이어는 에디스가 되어 거대한 핀치 가택을 탐사하고, 가족사를 연구하며 이야기를 찾고, 왜 가족 중에서 그녀만 살아남았는지 알아내야 합니다. 각 이야기는 새로운 가족 구성",Restaurats,"액션, 캐주얼, 인디, RPG, 시뮬레이션, 전략","중세 레스토랑을 쥐들과 운영하자! 요리하고 손님에게 던지고, 전설의 쥐 셰프가 되어라!",2,,
B0016,A15,서브노티카 / The Long Dark / No Man's Sky,"어드벤처, 인디 / 어드벤처, 인디, 시뮬레이션, 전략 / 액션, 어드벤처","[서브노티카] 위험과 경이로움이 가득한 외계의 바다 속으로 내려가세요. 장비를 제작하고, 잠수함을 조종하며 야생 생물보다 앞서가세요. 우거진 산호초, 화산, 동굴 같은 많은 장소들을 탐험하세요. 물론 살아남는 걸 잊으면 안 되겠죠. ‖ [The Long Dark] The Long Dark는 깊은 생각을 요구하는 탐험 생존 게임입니다. 플레이어는 지구 자기장 이상으로 인한 대재앙이 휩쓸고 간 세상에서 혼자 드넓은 설원 황무지를 탐험하며 살아남아야 합니다. 좀비는 등장하지 않으며 오직 플레이어와 추위, 그리고 자연 속의 위험들만 존재합니다. 고요한 종말의 세상에 오신 것을 환영합니다. ‖ [No Man's Sky] No Man's Sky는 무한히 펼쳐지는 우주에서의 탐험과 생존을 그린 SF 게임입니다.",Fragmented,"액션, 인디, RPG","Stranded in a hostile alien world, you must fight to survive. Hunt, harvest, craft, advance skills, and build using local resources along with technology from your voyage.",3,,
B0017,A18,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠","[Euro Truck Simulator 2] 도로의 왕이 되어 인상적인 거리를 가로질러 중요한 화물을 배달하는 트럭 운전사가 되어 유럽을 여행하세요! 탐험할 도시가 수십 개나 되므로, 당신의 인내심, 기술, 속도가 모두 한계에 도달할 것입니다. ‖ [BeamNG.drive] 뭐든지 할 수 있는 동적 소프트 보디 물리 시뮬레이터입니다. ‖ [아세토 코르사 Assetto Corsa] 아세토 코르사(Assetto Corsa) v1.16은 새로운 레이저 스캔 트랙 ""라구나 세카(Laguna Seca)"" 및 기다리던 Alfa Romeo Giulia Quadrifoglio를 포함한 7개의 신차를 소개합니다! 체인지로그에서 더 자세한 내용을 확인하세요!",Mission: Driver,"시뮬레이션, 앞서 해보기",Start the engine and become a legendary driver! Control a variety of unique vehicles with realistic driving physics. Master dozens of challenging missions and break all the records!,3,,
B0018,A23,Vomitoreum / Tales of Kenzera™: ZAU / Shantae: Half-Genie Hero,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디","[Vomitoreum] Vomitoreum is an FPS Metroidvania with a focus on atmosphere and horror, inspired by the paintings of Zdzisław Beksiński. ‖ [Tales of Kenzera™: ZAU] 샤먼의 춤을 추세요. 아버지의 영혼을 되찾으세요. Surgent Studios가 제작한 메트로이드바니아 스타일의 어드벤처 게임 Tales of Kenzera™: ZAU에서 죽음의 신과 함께 아름답고 위험한 켄제라의 땅으로 용감하게 모험을 떠나세요. ‖ [Shantae: Half-Genie Hero] Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-",Wife Quest,"액션, 어드벤처, 인디","A retro platform, side-scrolling game with gorgeous pixel art. Help Mia rescue Fernando, her husband, who has been kidnapped by a Dark Elf named Morganna and her pack of Monster Girls.",2,,
B0019,A26,RimWorld / Oxygen Not Included / Unpacking 언패킹,"인디, 시뮬레이션, 전략 / 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션","[RimWorld] 지능형 AI 이야기꾼이 주도하는 공상과학 정착지 시뮬레이터입니다. 심리, 생태, 총격전과 근접전, 날씨, 기후, 외교, 사람 사이의 관계, 예술, 의학, 무역, 그 외 많은 것들을 시뮬레이션하여 이야기를 생성합니다. ‖ [Oxygen Not Included] Oxygen Not Included는 우주 콜로니 시뮬레이션 게임입니다. 외계의 우주 암석 깊은 곳에서 근면한 일꾼들은 생존하고 나아가 번영하기 위해 과학을 마스터하고, 낯선 새로운 생명체에 맞서며, 경이로운 우주 테크놀로지를 활용해야 합니다. ‖ [Unpacking 언패킹] Unpacking은 상자에서 짐을 꺼내 새집에 맞게 배치하는 친숙한 체험에 대한 명상적 퍼즐 게임입니다. 게임의 일부인 블록 맞추기 게임과 집 꾸미기를 하는 동안, 푸는 짐에 닮긴 삶의 실마리를 찾아가며 만족할 만한 생활 공간을 만들어 보세요.",SpaceSlog,"인디, 시뮬레이션, 전략, 앞서 해보기","Build your spaceship, manage your crew, and explore the cosmos whilst trying to keep your crew alive and your ship fully functioning. This challenging survival colony sim features deep simulated ship systems and a whole universe to explore.",3,,
B0020,A25,DOOMBLADE / Transiruby / Blast Brigade vs. the Evil Legion of Dr. Cread,"액션, 어드벤처, 인디 / 액션 / 액션, 어드벤처, 인디","[DOOMBLADE] Deep underground, Gloom Girl discovers DOOMBLADE, a sentient weapon hellbent on escape after eons in chains. Together, “Doom and Gloom” embark on a vengeful quest to unlock the pow ‖ [Transiruby] 차원 대륙의 의문을 풀어라! 는 사이보그 소녀 실비가 검과 엘리먼트 샷으로 적을 쓰러뜨리며 앞으로 나아가는 탐색형 액션 게임입니다! ‖ [Blast Brigade vs. the Evil Legion of Dr. Cread] 스릴 넘치는 플랫포밍과 깊이 있는 탐험 세계, 폭발적인 액션으로 가득한 2D 메트로이드배니아 어드벤처 게임을 즐겨보세요! Blast Brigade에서 영웅들로 팀을 구성해 세계를 구하세요!",Vigil: The Longest Night,"액션, 인디, RPG","플레이어는 밤의 수호자 조직의 멤버 레일라로 변신하여, 태양 빛이 닿지 않는 나라에서 그녀의 여정을 시작합니다. 이 끝없는 긴 밤 속에서, 그녀는 끊임없이 싸우며, 영원한 어둠 속에 숨겨진 악의 세력이 수백 년 동안 이어온 음모를 밝히고, 그 뒤에 숨은 음산하고 기이한 괴물의 수수께끼를 탐구할 것입니다.",3,,
B0021,A07,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략","[Into the Breach] 미래의 강력한 메크를 조종하여 외계 세력을 물리치세요. 이 턴제 전략 게임에서는 세계를 구하려 시도할 때마다 무작위로 새롭게 생성되는 도전이 여러분 앞에 나타납니다. ‖ [Monster Train] Monster Train is a strategic roguelike deck building game with a twist. Set on a train to hell, you’ll use tactical decision making to defend multiple vertical battlegrounds. With  ‖ [Mini Metro] 미니 메트로는 성장하는 도시를 위해 지하철 노선을 설계하는 게임입니다. 역과 역 사이에 노선을 그려서 열차 운행을 시작하세요. 새로운 역이 열리면 노선을 수정해서 노선도를 효율적으로 유지하세요. 한정된 자원을 어느 곳에 사용할 것인지 결정하세요. 도시를 얼마나 오래 유지할 수 있을까요?",Battle Train,"인디, 전략","Battle Train is a run-based roguelite deck-n-track builder set in the world’s most explosive game show. Choose your cards, upgrade your train, lay down tracks, and use destructive locomotives to blast your rival Champions off the rails in a chaotic mashup of deck-building and tactical rail combat.",3,,
B0022,A26,RimWorld / Oxygen Not Included / Unpacking 언패킹,"인디, 시뮬레이션, 전략 / 인디, 시뮬레이션 / 캐주얼, 인디, 시뮬레이션","[RimWorld] 지능형 AI 이야기꾼이 주도하는 공상과학 정착지 시뮬레이터입니다. 심리, 생태, 총격전과 근접전, 날씨, 기후, 외교, 사람 사이의 관계, 예술, 의학, 무역, 그 외 많은 것들을 시뮬레이션하여 이야기를 생성합니다. ‖ [Oxygen Not Included] Oxygen Not Included는 우주 콜로니 시뮬레이션 게임입니다. 외계의 우주 암석 깊은 곳에서 근면한 일꾼들은 생존하고 나아가 번영하기 위해 과학을 마스터하고, 낯선 새로운 생명체에 맞서며, 경이로운 우주 테크놀로지를 활용해야 합니다. ‖ [Unpacking 언패킹] Unpacking은 상자에서 짐을 꺼내 새집에 맞게 배치하는 친숙한 체험에 대한 명상적 퍼즐 게임입니다. 게임의 일부인 블록 맞추기 게임과 집 꾸미기를 하는 동안, 푸는 짐에 닮긴 삶의 실마리를 찾아가며 만족할 만한 생활 공간을 만들어 보세요.",Arcbound,"시뮬레이션, 앞서 해보기","A colony sim set on a starship. Build and manage a spacefaring civilisation, balance oxygen, power, and crew survival, and guide your ship through the final escape from Earth.",3,,
B0023,A17,Lethal Company / Phasmophobia / Deep Rock Galactic,"액션, 어드벤처, 인디, 앞서 해보기 / 액션, 인디, 앞서 해보기 / 액션","[Lethal Company] A co-op horror about scavenging at abandoned moons to sell scrap to the Company. ‖ [Phasmophobia] Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your dis ‖ [Deep Rock Galactic] 딥 락 갤럭틱은 1-4인의 플레이어가 협동하는 FPS 게임으로, 상남자 우주 드워프, 100% 파괴 가능한 맵 환경, 절차적 생성 동굴 지형, 그리고 끊임없이 등장하는 외계 괴물 무리가 특징입니다.",Titanfall® 2,액션,"디지털 디럭스 콘텐츠 및 점프 스타트 팩, 언더그라운드 R-201 Carbine 커스텀 무기 스킨이 포함되어 있습니다.",1,MODE_MISMATCH,
B0024,A18,Euro Truck Simulator 2 / BeamNG.drive / 아세토 코르사 Assetto Corsa,"인디, 시뮬레이션 / 레이싱, 시뮬레이션, 앞서 해보기 / 인디, 레이싱, 시뮬레이션, 스포츠","[Euro Truck Simulator 2] 도로의 왕이 되어 인상적인 거리를 가로질러 중요한 화물을 배달하는 트럭 운전사가 되어 유럽을 여행하세요! 탐험할 도시가 수십 개나 되므로, 당신의 인내심, 기술, 속도가 모두 한계에 도달할 것입니다. ‖ [BeamNG.drive] 뭐든지 할 수 있는 동적 소프트 보디 물리 시뮬레이터입니다. ‖ [아세토 코르사 Assetto Corsa] 아세토 코르사(Assetto Corsa) v1.16은 새로운 레이저 스캔 트랙 ""라구나 세카(Laguna Seca)"" 및 기다리던 Alfa Romeo Giulia Quadrifoglio를 포함한 7개의 신차를 소개합니다! 체인지로그에서 더 자세한 내용을 확인하세요!",EQDRIVE.IO,"인디, 시뮬레이션","High precision soft body physics for cars, trucks, airplanes, drones, ships and theme park rides.",3,,
