pair_key,프로필,좋아하는_게임,좋아하는_게임_장르,좋아하는_게임_설명,추천_게임,추천_게임_장르,추천_게임_설명,적합도,이유태그,메모
B0011,A24,Valheim / Grounded / My Time at Portia,"액션, 어드벤처, 인디, RPG, 앞서 해보기 / 액션, 어드벤처 / 어드벤처, 캐주얼, 인디, RPG, 시뮬레이션","[Valheim] 북구 신화와 바이킹 문화에 기반한 판타지 세계를 배경으로 펼쳐지는 생존 및 탐험 게임. ‖ [Grounded] The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Can you thrive alongside the hordes of giant insects, fighting to s ‖ [My Time at Portia] 아름다운 Portia 마을에서 새 삶을 시작하세요! 아버지가 방치한 작업장에서 제작을 부탁받고, 작물을 키우고, 가축을 기르고, 아름다운 세기말의 땅에서 특이한 친구들을 사귀며 작업장을 예전의 멋진 모습으로 복원하세요.",Stranded Deep,"어드벤처, 인디",Take the role of a plane crash survivor stranded somewhere in the Pacific Ocean. Come face to face with some of the most life threatening scenarios that will result in a different experience each time you play. Scavenge. Discover. Survive.,3,,
B0012,A07,Into the Breach / Monster Train / Mini Metro,"인디, RPG, 시뮬레이션, 전략 / 전략 / 인디, 시뮬레이션, 전략","[Into the Breach] 미래의 강력한 메크를 조종하여 외계 세력을 물리치세요. 이 턴제 전략 게임에서는 세계를 구하려 시도할 때마다 무작위로 새롭게 생성되는 도전이 여러분 앞에 나타납니다. ‖ [Monster Train] Monster Train is a strategic roguelike deck building game with a twist. Set on a train to hell, you’ll use tactical decision making to defend multiple vertical battlegrounds. With  ‖ [Mini Metro] 미니 메트로는 성장하는 도시를 위해 지하철 노선을 설계하는 게임입니다. 역과 역 사이에 노선을 그려서 열차 운행을 시작하세요. 새로운 역이 열리면 노선을 수정해서 노선도를 효율적으로 유지하세요. 한정된 자원을 어느 곳에 사용할 것인지 결정하세요. 도시를 얼마나 오래 유지할 수 있을까요?",Chaos Galaxy,"인디, 전략","A pixel-art turn-based Galaxy total war game. You can select 14 factions, 61 heroes, hundreds of warships and mecha, and command multiple fleets to carry out grand strategic operations on the map of the galaxy.",2,,
B0013,A09,Roots of Yggdrasil / Ancient Gods / Flick Shot Rogues,"인디, 전략 / RPG, 전략 / 인디, 전략","[Roots of Yggdrasil] Build settlements, explore the Nine Realms, collect artifacts and upgrade your deck to reach the top of Yggdrasil in this post-Ragnarok roguelike city-builder! Can you survive the  ‖ [Ancient Gods] Ancient Gods is a fusion of hero collector and deck-building rogue-lite where you collect your character, fight, and experience exciting events. Any character can use all the cards ‖ [Flick Shot Rogues] 계획하고, 조준하고, 쏘세요! FLICK SHOT ROGUES는 테이블 위에서 물건을 튕기는 촉각적 만족감과 사람들이 좋아하는 턴제 로그라이크의 전략적 깊이를 결합한 게임입니다. 말도 안되는 콤보를 연결하고, 캐릭터, 아이템, 스킬을 잠금 해제하면서, 섬을 정복하세요!",Roll & Reign,"캐주얼, 인디, 시뮬레이션, 전략","Roll & Reign is a turn-based roguelike deckbuilder. Build a city from scratch while paying tribute to the emperor. Manage your dice rolls, upgrade or modify them, and choose the most suitable buildings for your strategy.",3,,
B0014,A17,Lethal Company / Phasmophobia / Deep Rock Galactic,"액션, 어드벤처, 인디, 앞서 해보기 / 액션, 인디, 앞서 해보기 / 액션","[Lethal Company] A co-op horror about scavenging at abandoned moons to sell scrap to the Company. ‖ [Phasmophobia] Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your dis ‖ [Deep Rock Galactic] 딥 락 갤럭틱은 1-4인의 플레이어가 협동하는 FPS 게임으로, 상남자 우주 드워프, 100% 파괴 가능한 맵 환경, 절차적 생성 동굴 지형, 그리고 끊임없이 등장하는 외계 괴물 무리가 특징입니다.",파멸 협약,"액션, 인디, 전략","총구를 괴물 목에 처넣어라!홀로 남겨진 우주선 안에 지옥같이 구원 없고 오직 총과 본능뿐.사방은 울부짖는 괴물, 진동하는 금속 복도.쏴라!부숴라!전진하라!진정한 사나이의 전장이다.DOOM 폭력미+로그라이트의 살벌함.매번 클리어는 너의 한계를 묻는다.어둠 속에서 총구불이 운명을 비춘다.",2,,
B0015,A28,Dordogne / A YEAR OF SPRINGS / Botany Manor,"어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션 / 어드벤처","[Dordogne] 이 유년 시절의 여정에서 특별한 내러티브에 몰입하며 도르도뉴의 수천 가지 여름의 색을 탐험하고, 추억을 떠올리며 가족의 비밀을 밝히세요. ‖ [A YEAR OF SPRINGS] 세 명의 여성, 세 개의 이야기, 세 개의 봄. 세 명의 친구들이 사랑, 공감, 그리고 단지 함께하고 싶어하는 감정에 대한 방향을 찾아나가는 3 부작 비주얼 노벨 A YEAR OF SPRINGS 에서 하루, 에리카, 마나미의 이야기를 체험하세요. ‖ [Botany Manor] Welcome to Botany Manor, a stately home in 19th century England. You play as inhabitant Arabella Greene, a retired botanist. Explore your house and gardens, filled with research, t",The Suicide of Rachel Foster,"어드벤처, 캐주얼, 인디","오랜 세월 후에 가족이 경영하던 호텔로 돌아왔다가 과거의 망령에 붙들리고 만 한 여인. 그녀는 본연의 강한 의지력을 바탕으로, 오로지 낡은 무선 전화 한 대에 기대어 끔찍한 진실을 밝혀내야 합니다.",2,,
B0016,A28,Dordogne / A YEAR OF SPRINGS / Botany Manor,"어드벤처, 인디 / 캐주얼, 인디, 시뮬레이션 / 어드벤처","[Dordogne] 이 유년 시절의 여정에서 특별한 내러티브에 몰입하며 도르도뉴의 수천 가지 여름의 색을 탐험하고, 추억을 떠올리며 가족의 비밀을 밝히세요. ‖ [A YEAR OF SPRINGS] 세 명의 여성, 세 개의 이야기, 세 개의 봄. 세 명의 친구들이 사랑, 공감, 그리고 단지 함께하고 싶어하는 감정에 대한 방향을 찾아나가는 3 부작 비주얼 노벨 A YEAR OF SPRINGS 에서 하루, 에리카, 마나미의 이야기를 체험하세요. ‖ [Botany Manor] Welcome to Botany Manor, a stately home in 19th century England. You play as inhabitant Arabella Greene, a retired botanist. Explore your house and gardens, filled with research, t",Shan Gui (山桂),"어드벤처, 캐주얼, 인디","여름의 끝. 대학생 한 휴이는 산에서 희 지아라 이름 밝힌 불가사의한 소녀를 만나게 됩니다. 이 우연한 만남을 통해, 두 소녀는 유쾌한 여행을 떠납니다.",3,,
B0017,A34,Pid / ChromaGun / Deer & Boy,"어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디","[Pid] You are stranded on a strange and peculiar planet. It’s time to embark on your journey and find your way home! Explore a gravity defying and challenging platformer with striking vi ‖ [ChromaGun] Welcome to ChromaTec’s test lab! You’re here to test our state-of-the-art military-grade color-technology: The ChromaGun (patent pending)! Use it to solve our meticulously designed ‖ [Deer & Boy] 도망친 소년은 길 잃은 어린 사슴을 만나 고요하면서도 위태로운 세상을 함께 헤쳐 나갑니다. 퍼즐을 풀고, 높은 곳에 오르고, 위협을 피해 나아가며 당신의 동료는 연약한 아기 사슴에서 어엿한 사슴으로 성장하죠. 혼자서는 할 수 없었던 일을 함께 해내는 법을 배우게 됩니다.",Overloop,"액션, 어드벤처, 인디","이 독창적인 퍼즐 플랫폼 게임에서 클론 건을 쏴서 자신의 복제 인간을 만드세요. 클론을 발판으로 쓰거나, 트리거 플레이트를 계속 누르게 만들거나, 레이저 빔을 막는 용도로 사용하세요. 윤리적으로 문제는 없을까요? 그럴지도 모르죠. 하지만 디스토피아 제국을 전복시키기 위해 사용하는 거라면 어떨까요? 그렇다면 괜찮을지도 몰라요!",3,,
B0018,A23,Vomitoreum / Tales of Kenzera™: ZAU / Shantae: Half-Genie Hero,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디","[Vomitoreum] Vomitoreum is an FPS Metroidvania with a focus on atmosphere and horror, inspired by the paintings of Zdzisław Beksiński. ‖ [Tales of Kenzera™: ZAU] 샤먼의 춤을 추세요. 아버지의 영혼을 되찾으세요. Surgent Studios가 제작한 메트로이드바니아 스타일의 어드벤처 게임 Tales of Kenzera™: ZAU에서 죽음의 신과 함께 아름답고 위험한 켄제라의 땅으로 용감하게 모험을 떠나세요. ‖ [Shantae: Half-Genie Hero] Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-",House,"액션, 어드벤처, 인디",Try to survive through the night in a house that's trying its best to kill you and your family.,0,KEYWORD_MATCH,
B0019,A23,Vomitoreum / Tales of Kenzera™: ZAU / Shantae: Half-Genie Hero,"액션, 어드벤처, 인디 / 액션, 어드벤처, 인디 / 액션, 어드벤처, 인디","[Vomitoreum] Vomitoreum is an FPS Metroidvania with a focus on atmosphere and horror, inspired by the paintings of Zdzisław Beksiński. ‖ [Tales of Kenzera™: ZAU] 샤먼의 춤을 추세요. 아버지의 영혼을 되찾으세요. Surgent Studios가 제작한 메트로이드바니아 스타일의 어드벤처 게임 Tales of Kenzera™: ZAU에서 죽음의 신과 함께 아름답고 위험한 켄제라의 땅으로 용감하게 모험을 떠나세요. ‖ [Shantae: Half-Genie Hero] Shantae embarks on her first full HD adventure! When a mysterious crime wave sweeps Sequin Land, it’s up to Half-Genie Hero Shantae to save the day! Use Shantae’s devastating Hair-",Freedom Planet 2,"액션, 어드벤처, 인디",The fast paced platforming of Freedom Planet returns! Become a full-time cartoon heroine and use abilities and items suited to your play style to explore the world of Avalice and defend its animal citizens!,3,,
B0020,A31,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략","[Hearts of Iron IV] Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the ‖ [Europa Universalis IV] 비교할 수 없는 자유도, 깊이 있는 스토리, 정확한 역사적 고증을 즐기며 국토를 다스리고 세계를 정복하세요. 세계 역사를 새롭게 쓰며 시대를 풍미할 제국을 만드세요. ‖ [Sid Meier's Civilization® V] Create, discover, and download new player-created maps, scenarios, interfaces, and more!",Chris Sawyer's Locomotion™,"시뮬레이션, 전략",Explore a vast and detailed world and build a Transportation Empire!,1,IRRELEVANT,
B0021,A03,Balatro / Hades / Vampire Survivors,"캐주얼, 인디, 전략 / 액션, 인디, RPG / 액션, 캐주얼, 인디, RPG","[Balatro] 포커 로그라이크 게임. Balatro는 불법 포커 패로 게임을 하고, 판을 뒤엎는 조커를 발견하고, 아드레날린이 치솟는 강력한 콤보를 만드는 덱 빌딩 게임입니다. ‖ [Hades] Bastion, Transistor, Pyre의 제작사에서 선보이는 이 로그라이크 던전 탐색형 게임에서 핵 앤 슬래시로 지하 세계를 탈출하고 죽음의 신에게 도전하세요. ‖ [Vampire Survivors] 수많은 어둠의 피조물을 쓰러뜨리며 새벽이 올 때까지 생존하세요! Vampire Survivors는 로그라이트 요소를 갖춘 고딕 호러 케주얼 게임입니다. 당신의 선택으로 순식간에 수백 마리의 괴물이 눈덩이처럼 불어날 수 있죠.",Twilight Survivors,"액션, 어드벤처, 캐주얼, 인디, RPG",rogue-lite 요소와 귀여운 아트 스타일을 결합한 생존 게임입니다! 세상이 어둠에 빠져 당신만이 유일한 희망의 빛입니다. 버텨낼 수 있을까요? 아니면 여러 번의 죽음을 맞이할까요? 더 많은 코인을 모아 자신을 강화하세요!,3,,
B0022,A17,Lethal Company / Phasmophobia / Deep Rock Galactic,"액션, 어드벤처, 인디, 앞서 해보기 / 액션, 인디, 앞서 해보기 / 액션","[Lethal Company] A co-op horror about scavenging at abandoned moons to sell scrap to the Company. ‖ [Phasmophobia] Phasmophobia is a 4 player online co-op psychological horror. Paranormal activity is on the rise and it’s up to you and your team to use all the ghost-hunting equipment at your dis ‖ [Deep Rock Galactic] 딥 락 갤럭틱은 1-4인의 플레이어가 협동하는 FPS 게임으로, 상남자 우주 드워프, 100% 파괴 가능한 맵 환경, 절차적 생성 동굴 지형, 그리고 끊임없이 등장하는 외계 괴물 무리가 특징입니다.",Ghost Exile,"액션, 인디, 앞서 해보기","Ghost Exile - is a cooperative horror from 1 to 4 players: when hunting for ghosts, you need to determine the type of ghost, carry out a ritual of exorcism and then the ghost can no longer harm anyone. Be careful! Hasty conclusions can lead you to a sad outcome.",3,,
B0023,A19,ELDEN RING / Disco Elysium - The Final Cut / Outer Wilds,"액션, RPG / RPG / 액션, 어드벤처","[ELDEN RING] 본 게임은 본격적인 다크 판타지 세계를 무대로 한 액션 RPG입니다. 드넓은 필드와 던전 탐험을 통해 미지의 것들을 발견해 보세요. 앞길을 막아서는 난관과 그것을 극복했을 때의 달성감, 그리고 등장인물들의 의도가 교착하는 군상극도 즐기실 수 있습니다. ‖ [Disco Elysium - The Final Cut] 디스코 엘리시움 - 최종판은 획기적인 오픈 월드 롤플레잉 게임입니다. 당신은 독특한 스킬 시스템을 갖춘 형사로서 오롯한 도시 블록을 당신의 미래를 닦기 위해 다듬을 수 있습니다. 잊지 못할 등장인물들을 심문하거나, 살인 사건을 해결하거나, 뇌물을 받으세요. 영웅이 되거나 인류의 완전한 재앙이 되세요. ‖ [Outer Wilds] Giant Bomb, Polygon, Eurogamer, The Guardian에 의해 2019년 올해의 게임에 이름을 올리며 냉정한 호평과 수상 실적이 있는 Outer Wilds는 무한 시간 루프에 갇힌 태양계에 관한 공개된 세계의 미스터리 게임입니다.",炽澜号,"어드벤처, RPG, 시뮬레이션","In""FLAM EVAW "", you will continue to embody the community detective Maple Kurosawa, using your powerful detective and hacker skills to embark on a journey of investigation against the Rainbow Crime Organization with several female assistants of different styles.",2,,
B0024,A24,Valheim / Grounded / My Time at Portia,"액션, 어드벤처, 인디, RPG, 앞서 해보기 / 액션, 어드벤처 / 어드벤처, 캐주얼, 인디, RPG, 시뮬레이션","[Valheim] 북구 신화와 바이킹 문화에 기반한 판타지 세계를 배경으로 펼쳐지는 생존 및 탐험 게임. ‖ [Grounded] The world is a vast, beautiful and dangerous place – especially when you have been shrunk to the size of an ant. Can you thrive alongside the hordes of giant insects, fighting to s ‖ [My Time at Portia] 아름다운 Portia 마을에서 새 삶을 시작하세요! 아버지가 방치한 작업장에서 제작을 부탁받고, 작물을 키우고, 가축을 기르고, 아름다운 세기말의 땅에서 특이한 친구들을 사귀며 작업장을 예전의 멋진 모습으로 복원하세요.",Crashlands,"액션, 어드벤처, 인디, RPG","Fight and tame alien beasts, craft resources into menacing weaponry, befriend the outlandish locals, and go toe-to-chin with a world-domineering maniac.",3,,
B0025,A20,Counter-Strike 2 / PUBG: BATTLEGROUNDS / 톰 클랜시의 레인보우식스 시즈,"액션, 무료 플레이 / 액션, 어드벤처, 대규모 멀티플레이어, 무료 플레이 / 액션, 무료 플레이","[Counter-Strike 2] Counter-Strike는 20년이 넘는 시간 동안 전 세계 수백만 명의 플레이어가 모여 수준 높은 경쟁을 펼칠 수 있는 플랫폼을 제공해 왔습니다. 그리고 이제 곧 Counter-Strike 2와 함께 새로운 CS 시대의 막이 열립니다. ‖ [PUBG: BATTLEGROUNDS] 배틀로얄 유행의 시작이자, 그 정수를 보여준 PUBG: 배틀그라운드를 지금 무료로 플레이하세요! 다양한 맵에 낙하하여 무기와 보급품을 확보하고, 점점 줄어드는 블루존 속에서 끝까지 살아남아 승리를 쟁취하세요. ‖ [톰 클랜시의 레인보우식스 시즈] 톰 클랜시의 레인보우식스 시즈는 탁월한 계획과 기술이 승부를 좌우하는 전술적인 정예 팀 기반 슈팅 게임입니다.",Abyssus,"액션, 어드벤처, 인디","장비를 선택하고 전설적인 힘을 휘두르며 심해 속 문명의 타락한 적들을 물리치세요. 1인에서 4인까지 플레이 가능한 쾌속 템포의 FPS 로그라이트, '브라인펑크' 스타일 어드벤처 게임, Abyssus를 만나보세요.",2,,
B0026,A01,It Takes Two / Overcooked! 2 / What Remains of Edith Finch,"액션, 어드벤처 / 액션, 캐주얼, 인디 / 어드벤처, 인디","[It Takes Two] It Takes Two에서 생애 가장 정신없는 여정을 시작하세요. 친구가 무료로 참가할 수 있게 친구 패스*로 초대하고, 함께 힘을 합쳐서 수많은 유쾌하고 획기적인 게임 플레이 챌린지를 헤쳐나가세요. ‖ [Overcooked! 2] 혼란스러운 요리 액션으로 가득한 Overcooked가 돌아왔습니다! 양파 왕국으로 돌아가는 여행을 떠나세요. 클래식 협동 또는 온라인 플레이에서 셰프 팀을 만들어서 최대 4명까지 플레이하세요. 앞치마를 준비하세요... 다시 세상을 구할 때가 되었습니다! ‖ [What Remains of Edith Finch] What Remains of Edith Finch(워트 리메인스 오브 에디스 핀치)는 워싱턴 주에 있는 어느 가족에 대한 이상한 이야기의 모음입니다. 플레이어는 에디스가 되어 거대한 핀치 가택을 탐사하고, 가족사를 연구하며 이야기를 찾고, 왜 가족 중에서 그녀만 살아남았는지 알아내야 합니다. 각 이야기는 새로운 가족 구성",Bone's Cafe,"액션, 캐주얼, 인디, 시뮬레이션, 전략","Bone's Cafe is a fast paced, 1-4 Players couch co-op, cooking game. Customize the layout of your kitchen to guarantee your success. Specialize your menu in ingredients and recipes to design your ultimate cafe. Put your necromancy skills to the test and raise your own undead kitchen staff.",3,,
B0027,A31,Hearts of Iron IV / Europa Universalis IV / Sid Meier's Civilization® V,"시뮬레이션, 전략 / 시뮬레이션, 전략 / 전략","[Hearts of Iron IV] Victory is at your fingertips! Your ability to lead your nation is your supreme weapon, the strategy game Hearts of Iron IV lets you take command of any nation in World War II; the ‖ [Europa Universalis IV] 비교할 수 없는 자유도, 깊이 있는 스토리, 정확한 역사적 고증을 즐기며 국토를 다스리고 세계를 정복하세요. 세계 역사를 새롭게 쓰며 시대를 풍미할 제국을 만드세요. ‖ [Sid Meier's Civilization® V] Create, discover, and download new player-created maps, scenarios, interfaces, and more!",Solar Nations 2,"시뮬레이션, 전략, 앞서 해보기","In this Grand Strategy game, you take control of the Solar System's Great Powers in 2092 and weather the storm of change as you navigate the uncertain waters of the future. Control the greatest military forces in the world and wage wars on an epic scale: outer space is yours to conquer!",3,,
